class	class_label	synonyms	GARD	NCIT	OMIM	DOID	Orphanet	is_gard_rare	is_mondo_rare	is_rare	is_leaf
MONDO:0010621	child syndrome	child syndrome|congenital hemidysplasia with ichthyosiform nevus and limbs defects|ichthyosis, child syndrome|child nevus|ichthyosiform erythroderma, unilateral, with ipsilateral malformations, especially absence deformity of limbs|congenital hemidysplasia with ichthyosiform erythroderma and limb defects|congenital hemidysplasia with ichthyosiform nevus and limb defects	GARD:0006039		OMIM:308050		Orphanet:139	True	True	True	True
MONDO:0011286	autosomal recessive nonsyndromic deafness 13	autosomal recessive nonsyndromic deafness type 13|autosomal recessive deafness 13|DFNB13|deafness, autosomal recessive 13; DFNB13|deafness, autosomal recessive 13			OMIM:603098	DOID:0110468		False	True	True	True
MONDO:0014148	estrogen resistance syndrome	ESTRR|estrogen resistance|estrogen insensitivity|estrogen resistance; ESTRR			OMIM:615363		Orphanet:785	False	True	True	True
MONDO:0017938	X-linked cleft palate with or without ankyloglossia	X-linked cleft palate and ankyloglossia				DOID:0060613	Orphanet:324601	False	True	True	True
MONDO:0003347	inflammatory leiomyosarcoma	inflammatory leiomyosarcoma		NCIT:C27495		DOID:5251		False	True	True	True
MONDO:0013518	pituitary hormone deficiency, combined, 6	pituitary hormone deficiency, combined, type 6|CPHD6|pituitary hormone deficiency, combined, 6|combined pituitary hormone deficiencies, genetic form caused by mutation in OTX2|pituitary hormone deficiency, combined, 6; CPHD6|OTX2 combined pituitary hormone deficiencies, genetic form			OMIM:613986			False	True	True	True
MONDO:0011795	anonychia-microcephaly syndrome	total anonychia congenita and microcephaly|anonychia, total, with microcephaly|Teebi-Kaurah syndrome|anonychia total with microcephaly|total anonychia with microcephaly	GARD:0000709		OMIM:607214		Orphanet:1094	True	True	True	True
MONDO:0022898	craniosynostosis mental retardation heart defects		GARD:0001600					True	True	True	True
MONDO:0012395	cataract 18	FYCO1 cataract (disease)|cataract type 18|cataract 18|cataract 18 autosomal recessive|cataract (disease) caused by mutation in FYCO1|cataract 18; CTRCT18|autosomal recessive congenital cataract 2|cataract, autosomal recessive congenital 2|CTRCT18|CATC2	GARD:0009892		OMIM:610019	DOID:0110238		False	True	True	True
MONDO:0008890	progressive bulbar palsy	progressive bulbar atrophy|Fazio-Londe disease|bulbar palsy, progressive, of childhood	GARD:0010928	NCIT:C85026	OMIM:211500	DOID:681	Orphanet:56965	True	True	True	True
MONDO:0013349	ALG11-CDG	congenital disorder of glycosylation type 1p|congenital disorder of glycosylation, type Ip; CDG1P|CDG-Ip|carbohydrate deficient glycoprotein syndrome type Ip|ALG11-CDG (CDG-Ip)|CDG1P|CDG syndrome type Ip|congenital disorder of glycosylation type Ip|congenital disorder of glycosylation, type Ip	GARD:0012396		OMIM:613661		Orphanet:280071	False	True	True	True
MONDO:0012097	spondylocostal dysostosis 2, autosomal recessive	SCDO2|spondylocostal dysostosis 2|spondylocostal dysostosis 2, autosomal recessive; SCDO2|spondylocostal dysostosis 2, autosomal recessive	GARD:0009703		OMIM:608681			False	True	True	True
MONDO:0002863	rhabdomyosarcoma with mixed embryonal and alveolar features	mixed alveolar rhabdomyosarcoma|rhabdomyosarcoma with mixed embryonal and alveolar features|mixed type rhabdomyosarcoma|mixed embryonal rhabdomyosarcoma and alveolar rhabdomyosarcoma|mixed type alveolar rhabdomyosarcoma		NCIT:C4259		DOID:4065		False	True	True	True
MONDO:0014966	periventricular nodular heterotopia 7	NEDD4L periventricular nodular heterotopia|PVNH7|periventricular nodular heterotopia 7|periventricular nodular heterotopia 7; PVNH7|periventricular nodular heterotopia type 7|periventricular nodular heterotopia caused by mutation in NEDD4L			OMIM:617201			False	True	True	True
MONDO:0043089	acute posterior multifocal placoid pigment epitheliopathy	apmppe|multifocal placoid pigment epitheliopathy|pigment epitheliopathy, disseminated retinitis and retinochoroiditis|epitheliopathy, acute posterior multifocal placoid pigment|acute placoid pigment epitheliopathy|AMPPE|APMPPE|acute multifocal placoid pigment epitheliopathy|amppe - acute multifocal placoid pigment epitheliopathy|acute posterior multifocal placoid pigment epitheliopathy	GARD:0002183					True	True	True	True
MONDO:0017533	postaxial polydactyly type B, unilateral						Orphanet:295167	False	True	True	True
MONDO:0013769	atrioventricular septal defect 5	atrioventricular septal defect caused by mutation in GATA6|atrioventricular septal defect 5|Atrioventricular septal defect type 5|ATRIOVENTRICULAR septal defect 5; AVSD5|GATA6 atrioventricular septal defect|AVSD5			OMIM:614474			False	True	True	True
MONDO:0011801	spinocerebellar ataxia type 1 with axonal neuropathy	spinocerebellar ataxia, autosomal recessive, with axonal neuropathy; SCAN1|spinocerebellar ataxia with axonal neuropathy type 1|spinocerebellar ataxia, autosomal recessive, with axonal neuropathy|SCAN1|spinocerebellar ataxia with axonal neuropathy|spinocerebellar ataxia autosomal recessive with axonal neuropathy|autosomal recessive spinocerebellar ataxia with axonal neuropathy	GARD:0010000		OMIM:607250	DOID:0090115	Orphanet:94124	False	True	True	True
MONDO:0012562	holoprosencephaly 7	HPE7|PTCH1 holoprosencephaly|holoprosencephaly 7; HPE7|holoprosencephaly 7|holoprosencephaly caused by mutation in PTCH1|holoprosencephaly type 7			OMIM:610828	DOID:0110876		False	True	True	True
MONDO:0020449	persistent eustachian valve						Orphanet:99120	False	True	True	True
MONDO:0018711	intellectual disability-muscle weakness-short stature-facial dysmorphism syndrome						Orphanet:457365	False	True	True	True
MONDO:0000541	jejunal adenocarcinoma (disease)	jejunal adenocarcinoma|jejunum adenocarcinoma				DOID:0050926		False	True	True	True
MONDO:0004066	intermediate cell type ciliary body melanoma	ciliary body intermediate cell type uveal melanoma|Intermediate cell type ciliary body melanoma|intermediate cell type uveal melanoma of ciliary body		NCIT:C6118		DOID:6997		False	True	True	True
MONDO:0010053	hereditary spherocytosis type 3	spherocytosis, type 3|HS3|hereditary spherocytosis caused by mutation in SPTA1|spherocytosis, hereditary, 3|hereditary spherocytosis 3|SPH3|SPTA1 hereditary spherocytosis|spherocytosis, type 3; SPH3			OMIM:270970	DOID:0110918		False	True	True	True
MONDO:0014570	lethal congenital contracture syndrome 8	LCCS8|lethal congenital contracture syndrome type 8|lethal congenital contracture syndrome 8|lethal congenital contracture syndrome caused by mutation in ADCY6|lethal congenital contracture syndrome 8; LCCS8|ADCY6 lethal congenital contracture syndrome			OMIM:616287			False	True	True	True
MONDO:0012196	autosomal dominant auditory neuropathy 1	autosomal dominant auditory neuropathy type 1|auditory neuropathy, autosomal dominant, 1; AUNA1|auditory neuropathy caused by mutation in DIAPH3|DIAPH3 auditory neuropathy|auditory neuropathy, nonsyndromic dominant|auditory neuropathy, autosomal dominant, type 1|AUNA1|nonsyndromic dominant auditory neuropathy|NSDAN|auditory neuropathy, autosomal dominant, 1			OMIM:609129	DOID:0060690		False	True	True	True
MONDO:0019889	distal trisomy 22q	distal duplication 22q|telomeric duplication 22q|distal trisomy type 22q|trisomy 22qter					Orphanet:96109	False	True	True	True
MONDO:0010969	cone-rod dystrophy 5	PITPNM3 cone-rod dystrophy|cone-ROD dystrophy 5; CORD5|cone-rod dystrophy caused by mutation in PITPNM3|cone-rod dystrophy 5|cone-rod dystrophy type 5|cone-Rod dystrophy type 5|CORD5	GARD:0010655		OMIM:600977	DOID:0111010		True	True	True	True
MONDO:0021948	cutaneous tuberculosis	Tuberculoses, Skin|Tuberculosis of skin|Skin Tuberculosis|Tuberculosis, Skin|tuberculosis cutis|Tuberculosis, Cutaneous|tuberculosis of skin|Cutaneous Tuberculoses|cutaneous tuberculosis|tuberculoderma|Tuberculoses, Cutaneous|Tuberculosis cutis|Cutaneous Tuberculosis|Cutaneous tuberculosis|Tuberculoderma|Skin Tuberculoses						False	True	True	True
MONDO:0011362	hereditary proximal myopathy with early respiratory failure	hereditary myopathy with early respiratory failure; HMERF|myofibrillar myopathy with early respiratory failure|HMERF|HMERF-ERF|ADMERF|myopathy, proximal, with early respiratory muscle involvement|Edstrom myopathy|hereditary inclusion body myopathy with early respiratory failure|HIBM-ERF|Edström myopathy|hereditary myopathy with early respiratory failure	GARD:0012591		OMIM:603689		Orphanet:178464	True	True	True	True
MONDO:0012530	palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome	palmoplantar hyperkeratosis with squamous cell carcinoma of skin and 46,XX SEX reversal|palmoplantar hyperkeratosis and true hermaphroditism|palmoplantar hyperkeratosis-XX sex reversal-predisposition to squamous cell carcinoma syndrome			OMIM:610644		Orphanet:85112	False	True	True	True
MONDO:0013059	Aicardi-Goutieres syndrome 5	Aicardi-Goutieres syndrome caused by mutation in SAMHD1|Aicardi-Goutieres syndrome type 5|Aicardi-Goutieres syndrome 5|SAMHD1-related Aicardi-Goutieres syndrome|AGS5|Aicardi-Goutieres syndrome 5; AGS5|SAMHD1 Aicardi-Goutieres syndrome	GARD:0010151		OMIM:612952			False	True	True	True
MONDO:0100079	epileptic encephalopathy, early infantile, 6	EIEE6						False	True	True	True
MONDO:0015099	unilateral hemispheric polymicrogyria						Orphanet:101071	False	True	True	True
MONDO:0009120	marfanoid syndrome, De Silva type	diverticulosis of bowel, hernia, and retinal detachment|Marphanoid syndrome type De Silva	GARD:0003401		OMIM:223330		Orphanet:2464	True	True	True	True
MONDO:0007930	Bernard-Soulier syndrome, type A2, autosomal dominant	Bernard-Soulier syndrome, type A2, autosomal dominant|BSSA2|Bernard-Soulier syndrome, type A2, autosomal dominant; BSSA2|Bernard-Soulier syndrome type A2			OMIM:153670	DOID:0111059		False	True	True	True
MONDO:0017698	glycogen storage disease due to glycogen branching enzyme deficiency, congenital neuromuscular form	GSD due to glycogen branching enzyme deficiency, congenital neuromuscular form|glycogen storage disease type IV, congenital neuromuscular form|GBE deficiency, congenital neuromuscular form|glycogenosis due to glycogen branching enzyme deficiency, congenital neuromuscular form|glycogenosis type 4, congenital neuromuscular form|glycogenosis type IV, congenital neuromuscular form|GSDIV, congenital neuromuscular form|GSD type 4, congenital neuromuscular form|glycogen storage disease type 4, congenital neuromuscular form					Orphanet:308670	False	True	True	True
MONDO:0015462	thin ribs-tubular bones-dysmorphism syndrome	Sharma-Kapoor-Ramji syndrome					Orphanet:1506	False	True	True	True
MONDO:0014986	Fanconi anemia complementation group r	Fanconi anemia complementation group type R|RAD51 Fanconi anemia|Fanconi Anemia, complementation group R|Fanconi anemia caused by mutation in RAD51|Fanconi Anemia, complementation group type R|Fanconi anemia, complementation GROUP R; FANCR|FANCR			OMIM:617244	DOID:0111090		False	True	True	True
MONDO:0012240	nemaline myopathy 4	nemaline myopathy type 4|TPM2 nemaline myopathy|nemaline myopathy 4; NEM4|NEM4|nemaline myopathy 4, autosomal dominant|nemaline myopathy 4|nemaline myopathy caused by mutation in TPM2|Cap myopathy 2			OMIM:609285	DOID:0110932		False	True	True	True
MONDO:0006128	central nervous system anaplastic large cell lymphoma	anaplastic large cell lymphoma of central nervous system|anaplastic central nervous system large cell lymphoma|anaplastic large cell lymphoma of the CNS|anaplastic large cell lymphoma of the central nervous system|anaplastic large cell lymphoma of CNS|central nervous system anaplastic large cell lymphoma|primary central nervous system anaplastic large cell lymphoma|anaplastic CNS large cell lymphoma|primary CNS anaplastic large cell lymphoma		NCIT:C5322				False	True	True	True
MONDO:0011491	EIG7	epilepsy, idiopathic generalized, susceptibility to, 7|epilepsy, idiopathic generalized, susceptibility to, 7; EIG7|EIG7|myoclonic epilepsy, juvenile, 2			OMIM:604827			False	True	True	True
MONDO:0018621	lymphoplasmacytic lymphoma without IgM production	lymphoplasmacytic lymphoma without Immunoglobulin M production					Orphanet:443159	False	True	True	True
MONDO:0010569	X-linked complicated corpus callosum dysgenesis	corpus callosum, partial agenesis of, X-linked|X-linked partial agenesis of corpus callosum|X-linked complicated corpus callosum agenesis|X-linked partial corpus callosum agenesis	GARD:0012526		OMIM:304100		Orphanet:1497	False	True	True	True
MONDO:0100034	cerebral folate deficiency							False	True	True	True
MONDO:0009098	dextrocardia with unusual facies and microphthalmia	Aughton syndrome|dextrocardia with unusual facies and microphthalmia|dextrocardia, microphthalmia, cleft palate, choreoathetosis and mental retardation	GARD:0000136		OMIM:221950			True	False	True	True
MONDO:0003824	hereditary kidney oncocytoma	familial renal oncocytoma|hereditary kidney oncocytoma|hereditary renal oncocytoma		NCIT:C8960		DOID:6244		False	True	True	True
MONDO:0019815	accessory tricuspid valve tissue						Orphanet:95462	False	True	True	True
MONDO:0011077	microcephaly, corpus callosum dysgenesis, and cleft lip/palate	microcephaly, corpus callosum dysgenesis, and cleft lip/palate|microcephaly, facial clefting, and preaxial polydactyly|microcephaly, corpus callosum dysgenesis and cleft lip-palate|corpus callosum dysgenesis, microcephaly, infantile spasm, cleft lip-palate, exophthalmos and psychomotor retardation	GARD:0003614		OMIM:601420			True	False	True	True
MONDO:0005969	st. Louis encephalitis	Saint Louis encephalitis|Neuroinvasive St. Louis encephalitis virus infection|St. Louis encephalitis virus infectious encephalitis|St. Louis encephalitis virus caused infectious encephalitis				DOID:10845	Orphanet:83484	False	True	True	True
MONDO:0011602	autosomal recessive nonsyndromic deafness 27	deafness, autosomal recessive 27; DFNB27|autosomal recessive nonsyndromic deafness type 27|deafness, autosomal recessive 27|autosomal recessive deafness 27|DFNB27			OMIM:605818	DOID:0110485		False	True	True	True
MONDO:0009566	marfanoid habitus-autosomal recessive intellectual disability syndrome	MARFANOID mental retardation syndrome, autosomal|Marfanoid mental retardation syndrome autosomal	GARD:0003388		OMIM:248770		Orphanet:2463	False	True	True	True
MONDO:0008142	Thiemann disease, familial form	osteoarthropathy of fingers familial|Thiemann epiphyseal disease|Osteochondrosis of phalangeal epiphyses|aseptic necrosis of phalangeal epiphyses|THIEMANN disease|osteochondritis of phalangeal epiphyses|Thiemann's disease|osteoarthropathy of fingers, familial	GARD:0004131		OMIM:165700		Orphanet:3314	False	True	True	True
MONDO:0006680	blue nevus	Jadassohn-TiC(che syndrome|Jadassohn-TiC(che nevus|Jadassohn-Tièche nevus|benign mesenchymal melanoma|blue skin Nevus|Tièche-Jadassohn nevus|blue nevus|blue Nevus of skin|blue Nevus of the skin|blue neuronevus|Jadassohn-Tièche syndrome	GARD:0008452	NCIT:C3803				True	False	True	True
MONDO:0008483	stuttering, familial persistent, 1	stuttering, familial persistent, 1|stammering|stuttering, familial persistent, 1; STUT1|STUT1			OMIM:184450			False	True	True	True
MONDO:0000814	B-cell adult acute lymphocytic leukemia	adult B cell acute lymphoblastic leukemia|B-cell adult acute lymphoblastic leukemia|B-cell adult ALL|adult B-cell acute lymphocytic leukemia|B-cell childhood acute lymphoblastic leukemia of adults|adult B cell ALL|B cell adult acute lymphoblastic leukemia|adult B-lymphoblastic leukemia|adult B acute lymphoblastic leukemia|adult B-cell ALL|adult B cell acute lymphocytic leukemia|adult B-cell childhood acute lymphoblastic leukemia|B acute lymphoblastic leukemia|B cell adult acute lymphocytic leukemia|adult B-cell acute lymphoblastic leukemia|adult precursor B-lymphoblastic leukemia|B cell adult ALL|adult B-cell lymphocytic leukemia		NCIT:C9143		DOID:0060592		False	True	True	True
MONDO:0003515	fallopian tube teratoma	fallopian tube teratoma		NCIT:C40131		DOID:5564		False	True	True	True
MONDO:0019894	non-distal monosomy 7p	non-distal monosomy type 7p|non-telomeric monosomy 7p|non-distal deletion 7p					Orphanet:96136	False	True	True	True
MONDO:0002996	cavernous sinus meningioma	meningioma (disease) of cavernous sinus|meningioma of cavernous sinus|meningioma of the cavernous sinus|cavernous sinus meningioma (disease)		NCIT:C5268		DOID:4435		False	True	True	True
MONDO:0010288	adrenomyodystrophy	adrenomyodystrophy	GARD:0000562		OMIM:300270		Orphanet:977	False	True	True	True
MONDO:0022177	chromosome 13q trisomy	trisomy 13q|Duplication 13q						False	True	True	True
MONDO:0007858	palmoplantar keratoderma, punctate type 1A	punctate palmoplantar keratoderma type 1A|Kppp1|AAGAB punctate palmoplantar keratoderma|keratosis palmoplantaris papulosa|keratodermia palmoplantaris papulosa, Buschke-Fischer-Brauer type|palmoplantar keratoderma, punctate type IA; PPKP1A|punctate palmoplantar keratoderma caused by mutation in AAGAB|palmoplantar keratoderma, punctate type IA|PPKP1A|palmoplantar keratoderma, punctate type 1			OMIM:148600	DOID:0080214		False	True	True	True
MONDO:0008588	hereditary geniospasm	trembling Chin|hereditary chin tremor/myoclonus|GSM 1|geniospasm 1|hereditary chin myoclonus|hereditary chin-trembling|geniospasm 1; GSM1|familial trembling of the chin|geniospasm|GSM1	GARD:0009501		OMIM:190100		Orphanet:53372	True	True	True	True
MONDO:0041259	diphtheritic myocarditis	Corynebacterium diphtheriae myocarditis|diphtheritic myocarditis|Corynebacterium diphtheriae caused myocarditis						False	True	True	True
MONDO:0014522	retinal dystrophy and obesity	retinal dystrophy and obesity|RDOB|retinal dystrophy and obesity; RDOB			OMIM:616188			False	True	True	True
MONDO:0012110	growth delay due to insulin-like growth factor type 1 deficiency	IGF-1 deficiency|insulin-like growth Factor 1 deficiency|primary insulin-like growth factor deficiency|growth delay-deafness- intellectual disability syndrome|growth retardation with sensorineural deafness and mental retardation|IGF1 deficiency|insulin-like growth factor I deficiency	GARD:0010627		OMIM:608747		Orphanet:73272	False	True	True	True
MONDO:0012435	3-methylglutaconic aciduria type 5	MGA 5|3-methylglutaconic aciduria type 5|3-METHYLGLUTACONIC aciduria, type V|3 alpha methylglutaconic aciduria type V|MGA5|DCMA syndrome|dilated cardiomyopathy with ataxia|3 methylglutaconic aciduria type V|DNAJC19 3-methylglutaconic aciduria|3-methylglutaconic aciduria type V|3-methylglutaconic aciduria caused by mutation in DNAJC19|DCMA|MGCA5|3-Methylglutaconic aciduria, type 5|cardiomyopathy, dilated, with ataxia|Mga, type 5|MGA V|3-METHYLGLUTACONIC aciduria, type V; MGCA5	GARD:0012964		OMIM:610198	DOID:0110000	Orphanet:66634	True	True	True	True
MONDO:0007885	Legg-Calve-Perthes disease	osteochondritis of the capital femoral epiphysis|Calve - Perthes' disease|aseptic necrosis of the capital femoral epiphysis|osteochondrosis of Legg-Calve-Perthes|Pseudocoxalgia|juvenile osteochondrosis of hip and pelvis|Lcp|Perthes disease|Legg-CALVE-Perthes disease; LCPD|Legg-Perthes disease|Legg-Calve-Perthes syndrome|Osteochondrosis of the capital femoral epiphysis|Legg-Calve-Perthes disease|LCPD|Legg-Calve-Perthes symptom|juvenile osteochond-hip/pelvis|osteochondritis deformans|Perthe's disease|coxa plana|juvenile osteochondrosis of hip and/or pelvis|pseudocoxalgia|Legg-Calvé-Perthes disease	GARD:0006874	NCIT:C34766	OMIM:150600	DOID:14415	Orphanet:2380	True	True	True	True
MONDO:0022802	Collins-Sakati syndrome	Collins Sakati syndrome	GARD:0001429					True	False	True	True
MONDO:0022178	chromosome 13q-mosaicism	Mosiacism of chromosome 13q						False	True	True	True
MONDO:0015255	blepharophimosis-radioulnar synostosis syndrome	Jorgenson Lenz syndrome|mild short stature, microcephaly, ptosis-blepharophimosis, facial asymmetry, and radioulnar synostosis|ptosis, prognathism, microcephaly, radio-ulnar synostosis, short stature/dwarfism|blepharophimosis radioulnar synostosis|Jorgenson-Lenz syndrome	GARD:0003057				Orphanet:1256	False	True	True	True
MONDO:0022810	Combarros Calleja Leno syndrome		GARD:0001449					True	False	True	True
MONDO:0015661	dextrocardia (disease)	dextrocardia					Orphanet:1666	False	True	True	True
MONDO:0020474	cheirospondyloenchondromatosis	generalized enchondromatosis with platyspondyly					Orphanet:99647	False	True	True	True
MONDO:0011460	arrhythmogenic right ventricular dysplasia 6	ARVD6|arrhythmogenic right ventricular dysplasia, familial, 6|arrhythmogenic right ventricular cardiomyopathy 6|ARVC6|familial arrhythmogenic right ventricular dysplasia 6|arrhythmogenic right ventricular dysplasia, familial, 6; ARVD6|arrhythmogenic right ventricular dysplasia type 6			OMIM:604401	DOID:0110075		False	True	True	True
MONDO:0012943	retinitis pigmentosa 46	retinitis pigmentosa type 46|retinitis pigmentosa 46|IDH3B retinitis pigmentosa|RP46|retinitis pigmentosa 46; RP46|retinitis pigmentosa, autosomal recessive, Idh3B-related|retinitis pigmentosa caused by mutation in IDH3B			OMIM:612572	DOID:0110409		False	True	True	True
MONDO:0020503	resistance to thyrotropin-releasing hormone syndrome	TRH resistance syndrome|central hypothyroidism due to TRH receptor deficiency					Orphanet:99832	False	True	True	True
MONDO:0022822	congenital cardiovascular shunt		GARD:0006154					True	False	True	True
MONDO:0011767	autosomal recessive nonsyndromic deafness 31	autosomal recessive nonsyndromic deafness type 31|WHRN autosomal recessive nonsyndromic deafness|deafness, autosomal recessive type 31|deafness, autosomal recessive 31|DFNB31|deafness, autosomal recessive 31; DFNB31|autosomal recessive deafness 31|autosomal recessive nonsyndromic deafness caused by mutation in WHRN|whirler, mouse, homolog of			OMIM:607084	DOID:0110490		False	True	True	True
MONDO:0060763	intellectual developmental disorder with speech delay, dysmorphic facies, and t-cell abnormalities	INTELLECTUAL developmental disorder with speech delay, DYSMORPHIC facies, and T-cell abnormalities; IDDSFTA|IDDSFTA			OMIM:618092			False	True	True	True
MONDO:0023147	fetal parainfluenza virus type 3 syndrome	Human respirovirus 3 infectious embryofetopathy|Human respirovirus 3 caused infectious embryofetopathy	GARD:0002309					True	True	True	True
MONDO:0006866	neonatal myasthenia gravis	neonatal myasthenia gravis				DOID:14043		False	True	True	True
MONDO:0009404	hypertelorism, microtia, facial clefting syndrome	hypertelorism microtia facial clefting syndrome|Bixler syndrome|hypertelorism, microtia, facial clefting syndrome|Bixler-Christian-Gorlin syndrome|hypertelorism-microtia-clefting syndrome|hypertelorism-microtia-facial clefting syndrome|HMC syndrome|Bixler Christian Gorlin syndrome	GARD:0000897		OMIM:239800	DOID:14670	Orphanet:2213	False	True	True	True
MONDO:0014067	short ulna-dysmorphism-hypotonia-intellectual disability syndrome	mental retardation, autosomal recessive 35|MRT35|mental retardation, autosomal recessive 35; MRT35			OMIM:615162		Orphanet:357175	False	True	True	True
MONDO:0014543	congenital myasthenic syndrome 14	myasthenic syndrome, congenital, type 14|ALG2 congenital myasthenic syndromes with glycosylation defect|congenital myasthenic syndromes with glycosylation defect caused by mutation in ALG2|congenital myasthenic syndrome type 14|myasthenic syndrome, congenital, 14|CMS14|congenital myasthenic syndrome 14, with tubular aggregates|CMSTA3|myasthenic syndrome, congenital, with tubular aggregates 3|congenital myasthenic syndrome with tubular aggregates 3|myasthenic syndrome, congenital, 14; CMS14			OMIM:616228	DOID:0110669		False	True	True	True
MONDO:0022414	allain-babin-demarquez syndrome	acro cephalo synostosis|craniosynostosis synostoses hypertensive nephropathy	GARD:0000124				Orphanet:1526	True	False	True	True
MONDO:0018244	obesity due to SIM1 deficiency						Orphanet:369873	False	True	True	True
MONDO:0043267	rheumatoid vasculitis	vasculitis, rheumatoid|Vasculitides, rheumatoid|rheumatoid Vasculitides|rheumatoid vasculitis	GARD:0007577					True	True	True	True
MONDO:0011340	congenital tracheal stenosis	tracheobronchial stenosis, congenital	GARD:0012008		OMIM:603569		Orphanet:141127	True	True	True	True
MONDO:0019622	non-specific interstitial pneumonia	nonspecific interstitial pneumonia|non-specific idiopathic interstitial pneumonia|NSIP		NCIT:C35717		DOID:2801	Orphanet:91364	False	True	True	True
MONDO:0015312	choanal atresia, unilateral						Orphanet:137917	False	True	True	True
MONDO:0020391	pulmonary artery coming from the aorta	hemitruncus arteriosus|abnormal origin of right or left pulmonary artery from the aorta	GARD:0004586				Orphanet:99050	True	True	True	True
MONDO:0010772	Leber optic atrophy and dystonia	Leber's hereditary optic neuropathy with dystonia|LHON and dystonia|Leber hereditary optic neuropathy with dystonia|dystonia familial, with visual failure and striatal lucencies|dystonia, familial, with visual failure and striatal lucencies|LDYT|Marsden syndrome|Leber optic atrophy and dystonia|Leber Hereditary optic neuropathy with dystonia	GARD:0008476		OMIM:500001			False	True	True	True
MONDO:0010696	omphalocele, X-linked	omphalocele, X-linked			OMIM:310980			False	True	True	True
MONDO:0015024	ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type	ectodermal dysplasia 12, hypohidrotic/hair/Tooth/nail type|ectodermal dysplasia syndrome caused by mutation in KDF1|KDF1 ectodermal dysplasia syndrome|ECTD12|ectodermal dysplasia 12, hypohidrotic/hair/tooth/nail type; ECTD12			OMIM:617337			False	True	True	True
MONDO:0013817	preeclampsia/eclampsia 5	PEE5|Preeclampsia/eclampsia type 5|preeclampsia/eclampsia 5|CORIN preeclampsia|Corin preeclampsia|preeclampsia caused by mutation in CORIN|preeclampsia caused by mutation in Corin|PREECLAMPSIA/eclampsia 5; PEE5			OMIM:614595			False	True	True	True
MONDO:0024521	aortic aneurysm, familial abdominal, 1	AAA1|abdominal aortic aneurysm|aortic aneurysm, familial abdominal, 1; AAA1|aneurysm, abdominal aortic			OMIM:100070			False	True	True	True
MONDO:0002966	splenic manifestation of prolymphocytic leukemia	prolymphocytic leukemia of spleen|splenic manifestation of prolymphocytic leukemia|spleen prolymphocytic leukemia		NCIT:C7297		DOID:4334		False	True	True	True
MONDO:0019531	hemolytic anemia due to glutathione reductase deficiency						Orphanet:90030	False	True	True	True
MONDO:0011050	microcephaly-cardiac defect-lung malsegmentation syndrome	microcephaly, congenital heart disease, lung segmentation defects and unilateral renal agenesis|microcephaly, congenital heart disease, unilateral renal agenesis, and hyposegmented lungs|Ellis Yale Winter syndrome|Ellis-Yale-Winter syndrome	GARD:0002098		OMIM:601355		Orphanet:2516	False	True	True	True
MONDO:0012359	combined immunodeficiency due to partial RAG1 deficiency	Cid due to partial RAG1 deficiency|combined immunodeficiency with expansion of gamma delta T cells|Cid with expansion of gamma delta T cells|ALPHA/BETA T-cell lymphopenia with gamma/DELTA T-cell expansion, severe CYTOMEGALOVIRUS infection, and autoimmunity			OMIM:609889		Orphanet:231154	False	True	True	True
MONDO:0008040	transient myeloproliferative syndrome (disease)	leukemia, transient|transient myeloproliferative disease|transient leurkemia of Down syndrome|myeloproliferative syndrome, transient|Transient abnormal myelopoiesis associated with Down syndrome|transient leukemia|TAM|Mst|TMD|transient myeloproliferative disorder|MST|transient myeloproliferative syndrome|transient abnormal myelopoiesis|Transient abnormal myelopoiesis associated with Down syndrome	GARD:0012765	NCIT:C82339	OMIM:159595	DOID:0060888	Orphanet:420611	False	True	True	True
MONDO:0008767	neuronal ceroid lipofuscinosis 3	CLN3 neuronal ceroid lipofuscinosis|Spielmeyer-Sjogren disease|neuronal ceroid lipofuscinosis type 3|neuronal ceroid lipofuscinosis, juvenile|Spielmeyer Sjogren disease|batten disease|ceroid lipofuscinosis, neuronal, 3|Vogt Spielmeyer disease|ceroid lipofuscinosis, neuronal, type 3|CLN3 disease|Vogt-Spielmeyer disease|CLN3 disease, juvenile|ceroid lipofuscinosis, neuronal, 3; CLN3|juvenile neuronal ceroid lipofuscinosis|neuronal ceroid lipofuscinosis caused by mutation in CLN3|CLN3	GARD:0005897	NCIT:C61258	OMIM:204200	DOID:0110731	Orphanet:228346	False	True	True	True
MONDO:0005684	bulbar polio	poliomyelitis, medullary involvement|medullary involvement poliomyelitis|bulbar poliomyelitis|polio, bulbar|bulbar polio				DOID:9786		False	True	True	True
MONDO:0016130	fungal myositis						Orphanet:207000	False	True	True	True
MONDO:0023297	guttate psoriasis	psoriasis guttate|guttate psoriasis|psoriasis guttata	GARD:0010569					True	False	True	True
MONDO:0010280	ptosis, hereditary congenital 2	ptosis, hereditary congenital 2|Ptos2|ptosis, X-linked|ptosis, hereditary congenital type 2			OMIM:300245			False	True	True	True
